;EVI;NDVI;millis;sur_refl_b01;sur_refl_b02;sur_refl_b03;sur_refl_b07;system:index;Timestamp;Year;Month;Day;DOY
23;2348.443609022556;0.4315646616541352;982454400000;919.1127819548872;2311.9624060150372;398.9398496240601;1714.7969924812028;2001_02_18;2001-02-18;2001;2;18;49
24;2373.7518796992476;0.43124436090225565;983836800000;935.8045112781954;2354.4135338345864;403.8796992481203;1830.894736842105;2001_03_06;2001-03-06;2001;3;6;65
25;2455.398496240601;0.4538421052631578;985219200000;872.4436090225564;2322.5864661654136;372.86466165413526;1756.0601503759397;2001_03_22;2001-03-22;2001;3;22;81
26;2496.511278195489;0.4882511278195489;986601600000;750.5563909774436;2183.766917293233;312.0676691729323;1674.4661654135336;2001_04_07;2001-04-07;2001;4;7;97
27;2508.586466165413;0.5033233082706766;987984000000;698.9774436090225;2112.278195488722;295.93233082706763;1403.9323308270675;2001_04_23;2001-04-23;2001;4;23;113
28;1863.7593984962402;0.3803571428571428;989366400000;880.8721804511277;1963.7368421052631;364.0451127819548;1893.96992481203;2001_05_09;2001-05-09;2001;5;9;129
29;1560.4661654135336;0.315703007518797;990748800000;1025.4135338345866;1972.2631578947364;393.7593984962406;2139.766917293233;2001_05_25;2001-05-25;2001;5;25;145
30;1443.2857142857142;0.29216466165413535;992131200000;1051.6766917293232;1921.0451127819547;422.563909774436;2120.654135338345;2001_06_10;2001-06-10;2001;6;10;161
31;1302.9172932330825;0.2603187969924812;993513600000;1151.8045112781954;1963.03007518797;442.64661654135335;2362.4812030075186;2001_06_26;2001-06-26;2001;6;26;177
32;1188.87969924812;0.25900977443609013;994896000000;1026.1503759398497;1742.3007518796992;379.6315789473684;2229.6466165413535;2001_07_12;2001-07-12;2001;7;12;193
33;1227.5413533834585;0.24428721804511275;996278400000;1174.5112781954888;1933.1052631578946;471.03007518796994;2416.165413533834;2001_07_28;2001-07-28;2001;7;28;209
34;1188.9398496240601;0.227303007518797;997660800000;1320.3909774436088;2096.150375939849;493.8345864661654;2721.0601503759394;2001_08_13;2001-08-13;2001;8;13;225
35;1178.7218045112782;0.23791578947368416;999043200000;1179.390977443609;1915.7744360902252;451.29323308270665;2404.902255639098;2001_08_29;2001-08-29;2001;8;29;241
36;1298.0300751879697;0.2558075187969925;1000425600000;1204.924812030075;2030.6090225563908;447.4360902255639;2633.812030075188;2001_09_14;2001-09-14;2001;9;14;257
37;1365.6240601503757;0.25872932330827064;1001808000000;1260.1804511278194;2140.954887218045;480.52631578947364;2688.0601503759394;2001_09_30;2001-09-30;2001;9;30;273
38;1517.676691729323;0.2894947368421052;1003190400000;1187.5037593984962;2155.7293233082705;445.97744360902243;2728.368421052631;2001_10_16;2001-10-16;2001;10;16;289
39;2530.6842105263154;0.4164646616541353;1004572800000;1134.9323308270677;2741.9398496240597;487.72932330827064;2188.8270676691727;2001_11_01;2001-11-01;2001;11;1;305
40;2979.278195488722;0.4779999999999999;1005955200000;1052.0601503759397;2980.7819548872176;414.5037593984962;2310.398496240601;2001_11_17;2001-11-17;2001;11;17;321
41;2846.533834586466;0.4932496240601504;1007337600000;896.1654135338345;2637.187969924812;362.8646616541353;1617.9398496240601;2001_12_03;2001-12-03;2001;12;3;337
42;2974.105263157894;0.5032112781954886;1008720000000;904.6992481203006;2736.9999999999995;368.781954887218;1910.3007518796992;2001_12_19;2001-12-19;2001;12;19;353
43;3058.436090225564;0.5787082706766916;1009843200000;632.6842105263157;2370.5488721804513;262.35338345864653;1300.8195488721801;2002_01_01;2002-01-01;2002;1;1;1
44;2528.7368421052633;0.48346015037593987;1011225600000;789.5413533834585;2264.142857142857;325.2932330827067;1597.345864661654;2002_01_17;2002-01-17;2002;1;17;17
45;2755.9323308270677;0.5217631578947368;1012608000000;727.6541353383459;2313.2781954887214;306.49624060150376;1479.2932330827066;2002_02_02;2002-02-02;2002;2;2;33
46;2983.0300751879695;0.5052127819548872;1013990400000;897.9022556390977;2725.7894736842104;372.44360902255636;1783.609022556391;2002_02_18;2002-02-18;2002;2;18;49
47;2533.1052631578946;0.476578947368421;1015372800000;822.390977443609;2309.0451127819547;343.84962406015035;1630.5263157894735;2002_03_06;2002-03-06;2002;3;6;65
48;2706.6165413533836;0.5158503759398496;1016755200000;734.3082706766917;2298.5037593984957;301.84962406015035;1345.6240601503757;2002_03_22;2002-03-22;2002;3;22;81
49;2124.503759398496;0.36996616541353383;1018137600000;1126.428571428571;2471.714285714286;473.21804511278185;2039.9924812030074;2002_04_07;2002-04-07;2002;4;7;97
50;1748.443609022556;0.3258203007518797;1019520000000;1112.8045112781954;2189.0676691729323;464.77443609022555;2088.5263157894733;2002_04_23;2002-04-23;2002;4;23;113
51;1426.2030075187968;0.27672180451127815;1020902400000;1167.285714285714;2059.330827067669;458.27819548872174;2074.3383458646617;2002_05_09;2002-05-09;2002;5;9;129
52;1114.2932330827068;0.23753157894736843;1022284800000;1068.9548872180453;1735.067669172932;427.4962406015037;2024.2932330827066;2002_05_25;2002-05-25;2002;5;25;145
53;1114.5263157894735;0.2422165413533834;1023667200000;1031.0075187969924;1690.233082706767;413.8120300751879;1878.9624060150372;2002_06_10;2002-06-10;2002;6;10;161
54;1093.6240601503757;0.23231503759398497;1025049600000;1115.7443609022555;1792.172932330827;404.8345864661653;2379.578947368421;2002_06_26;2002-06-26;2002;6;26;177
55;1118.5939849624058;0.22560451127819547;1026432000000;1193.1729323308268;1888.6090225563908;468.2330827067668;2377.4962406015034;2002_07_12;2002-07-12;2002;7;12;193
56;1114.8796992481202;0.2176699248120301;1027814400000;1297.9323308270675;2020.3609022556388;481.78947368421046;2575.9774436090224;2002_07_28;2002-07-28;2002;7;28;209
57;1067.8345864661653;0.23453684210526313;1029196800000;1046.7067669172932;1685.8796992481202;403.1654135338345;2114.6015037593984;2002_08_13;2002-08-13;2002;8;13;225
58;1278.0225563909771;0.27074736842105257;1030579200000;1042.7218045112782;1817.345864661654;397.5714285714285;2296.458646616541;2002_08_29;2002-08-29;2002;8;29;241
59;1330.6165413533834;0.24679248120300754;1031961600000;1346.6992481203006;2228.6691729323306;491.36090225563913;2957.5413533834585;2002_09_14;2002-09-14;2002;9;14;257
60;1422.3082706766916;0.2880488721804511;1033344000000;1097.1654135338345;1986.1203007518793;395.0751879699248;2555.706766917293;2002_09_30;2002-09-30;2002;9;30;273
61;1520.0150375939845;0.2783225563909774;1034726400000;1260.2105263157894;2255.7744360902248;476.2857142857142;2911.78947368421;2002_10_16;2002-10-16;2002;10;16;289
62;1531.5563909774435;0.27294135338345865;1036108800000;1334.421052631579;2337.6090225563903;530.9774436090225;2933.6541353383454;2002_11_01;2002-11-01;2002;11;1;305
63;1331.7518796992479;0.2723466165413534;1037491200000;1065.5864661654134;1865.0225563909773;434.16541353383457;2417.5037593984957;2002_11_17;2002-11-17;2002;11;17;321
64;1943.5789473684208;0.3206872180451128;1038873600000;1461.5563909774435;2842.518796992481;512.8045112781954;3143.0300751879695;2002_12_03;2002-12-03;2002;12;3;337
65;2271.774436090225;0.41230977443609007;1040256000000;1015.1052631578946;2438.631578947368;380.5037593984962;2356.676691729323;2002_12_19;2002-12-19;2002;12;19;353
66;2342.5939849624056;0.40987443609022556;1041379200000;1090.9097744360902;2603.5263157894733;398.46616541353376;2476.421052631579;2003_01_01;2003-01-01;2003;1;1;1
67;2876.2781954887214;0.5753315789473683;1042761600000;579.5789473684209;2156.924812030075;257.5413533834586;1070.8721804511279;2003_01_17;2003-01-17;2003;1;17;17
68;3502.7443609022557;0.5321812030075187;1044144000000;972.9323308270677;3186.90977443609;430.1503759398496;2098.240601503759;2003_02_02;2003-02-02;2003;2;2;33
69;2892.518796992481;0.5374127819548872;1045526400000;727.1203007518797;2415.5563909774432;291.6390977443609;1617.345864661654;2003_02_18;2003-02-18;2003;2;18;49
70;2515.3383458646613;0.4844022556390977;1046908800000;772.4060150375939;2224.7819548872176;323.45112781954884;1616.0150375939847;2003_03_06;2003-03-06;2003;3;6;65
71;2442.9172932330825;0.45876616541353377;1048291200000;831.9022556390977;2242.0526315789475;373.7744360902255;1716.9548872180449;2003_03_22;2003-03-22;2003;3;22;81
72;2267.390977443609;0.4212624060150376;1049673600000;939.4887218045112;2307.5112781954886;381.97744360902254;1949.984962406015;2003_04_07;2003-04-07;2003;4;7;97
73;1817.3082706766913;0.34201052631578943;1051056000000;1061.5563909774437;2166.0150375939843;445.72180451127815;2004.6240601503757;2003_04_23;2003-04-23;2003;4;23;113
74;1713.4962406015036;0.32091804511278194;1052438400000;1138.7218045112782;2214.0375939849623;447.0601503759398;2137.3233082706765;2003_05_09;2003-05-09;2003;5;9;129
75;1610.894736842105;0.29307443609022554;1053820800000;1273.5714285714284;2328.03007518797;480.24812030075185;2230.5187969924814;2003_05_25;2003-05-25;2003;5;25;145
76;1391.5789473684208;0.25610451127819545;1055203200000;1279.2255639097743;2160.142857142857;534.4586466165413;2210.954887218045;2003_06_10;2003-06-10;2003;6;10;161
77;1351.5413533834585;0.24613909774436094;1056585600000;1343.4736842105262;2220.7368421052633;541.0601503759397;2227.736842105263;2003_06_26;2003-06-26;2003;6;26;177
78;1308.045112781955;0.21822255639097743;1057968000000;1606.1654135338342;2503.398496240601;667.6090225563909;2410.0451127819547;2003_07_12;2003-07-12;2003;7;12;193
79;1250.6992481203008;0.2159834586466165;1059350400000;1638.1879699248118;2540.9999999999995;577.7744360902254;2574.872180451128;2003_07_28;2003-07-28;2003;7;28;209
80;1234.8796992481202;0.23101804511278193;1060732800000;1361.9172932330828;2180.7894736842104;503.7368421052632;2498.3834586466164;2003_08_13;2003-08-13;2003;8;13;225
81;1149.3458646616539;0.20555563909774432;1062115200000;1487.5413533834583;2257.593984962406;592.421052631579;2685.3609022556393;2003_08_29;2003-08-29;2003;8;29;241
82;1170.3984962406016;0.21669624060150378;1063497600000;1455.0451127819547;2260.4887218045105;505.71428571428567;2743.052631578947;2003_09_14;2003-09-14;2003;9;14;257
83;1193.1654135338345;0.20814360902255635;1064880000000;1552.1654135338345;2368.1278195488717;612.1654135338345;2843.9248120300754;2003_09_30;2003-09-30;2003;9;30;273
84;1182.2706766917292;0.20909022556390974;1066262400000;1595.2406015037593;2439.0902255639094;556.5864661654134;3030.9097744360897;2003_10_16;2003-10-16;2003;10;16;289
85;1340.2105263157891;0.23685338345864662;1067644800000;1479.1428571428569;2399.834586466165;549.7142857142857;3192.383458646616;2003_11_01;2003-11-01;2003;11;1;305
86;1817.812030075188;0.30948571428571425;1069027200000;1348.3984962406014;2571.93984962406;514.7368421052631;2435.4135338345864;2003_11_17;2003-11-17;2003;11;17;321
87;2162.248120300752;0.3715744360902255;1070409600000;1209.5714285714284;2639.0526315789475;446.84962406015035;2743.4135338345864;2003_12_03;2003-12-03;2003;12;3;337
88;1997.473684210526;0.41396766917293226;1071792000000;812.203007518797;1963.6992481203004;325.203007518797;1577.4135338345864;2003_12_19;2003-12-19;2003;12;19;353
89;2023.8872180451128;0.36638796992481204;1072915200000;1105.796992481203;2387.984962406015;425.45864661654133;2426.7894736842104;2004_01_01;2004-01-01;2004;1;1;1
90;2684.2030075187968;0.5237894736842104;1074297600000;690.2932330827067;2210.834586466165;292.59398496240595;1341.9924812030076;2004_01_17;2004-01-17;2004;1;17;17
91;2461.9398496240597;0.4399481203007519;1075680000000;944.4736842105262;2438.8120300751875;395.1503759398496;2141.4360902255635;2004_02_02;2004-02-02;2004;2;2;33
92;2885.172932330827;0.5158037593984963;1077062400000;786.4962406015037;2465.796992481203;351.8947368421052;1510.3233082706765;2004_02_18;2004-02-18;2004;2;18;49
93;3697.8571428571427;0.6812624060150375;1078444800000;484.90225563909775;2558.2406015037595;193.6240601503759;875.2631578947368;2004_03_05;2004-03-05;2004;3;5;65
94;3333.93984962406;0.5613263157894736;1079827200000;798.2631578947369;2840.954887218045;306.32330827067665;1669.9172932330823;2004_03_21;2004-03-21;2004;3;21;81
95;2903.6541353383454;0.49120676691729315;1081209600000;926.5488721804511;2716.1729323308264;382.11278195488717;1819.2105263157894;2004_04_06;2004-04-06;2004;4;6;97
96;2512.172932330827;0.43156992481203005;1082592000000;1042.6165413533834;2626.165413533834;416.87969924812023;1993.6390977443607;2004_04_22;2004-04-22;2004;4;22;113
97;2187.2556390977447;0.39432706766917286;1083974400000;1049.3007518796992;2410.127819548872;414.9624060150375;2057.345864661654;2004_05_08;2004-05-08;2004;5;8;129
98;1901.0300751879697;0.36815187969924806;1085356800000;976.7142857142857;2114.6390977443602;401.80451127819543;1838.4360902255635;2004_05_24;2004-05-24;2004;5;24;145
99;1561.1203007518795;0.29177819548872175;1086739200000;1200.7067669172934;2190.022556390977;474.81954887218035;2180.6315789473683;2004_06_09;2004-06-09;2004;6;9;161
100;1564.2631578947367;0.2650075187969924;1088121600000;1455.5187969924812;2505.082706766917;595.6917293233081;2513.105263157894;2004_06_25;2004-06-25;2004;6;25;177
101;1239.2781954887216;0.24090375939849618;1089504000000;1267.270676691729;2071.751879699248;460.0827067669172;2499.8195488721803;2004_07_11;2004-07-11;2004;7;11;193
102;1230.2706766917295;0.23740827067669165;1090886400000;1276.1203007518795;2069.6616541353383;479.5338345864662;2398.78947368421;2004_07_27;2004-07-27;2004;7;27;209
103;1194.5563909774435;0.22862706766917296;1092268800000;1280.9624060150375;2040.127819548872;511.6616541353383;2609.872180451128;2004_08_12;2004-08-12;2004;8;12;225
104;1173.270676691729;0.22547894736842103;1093651200000;1313.8045112781954;2078.7744360902257;489.2857142857142;2720.105263157894;2004_08_28;2004-08-28;2004;8;28;241
105;1277.6917293233082;0.24000451127819541;1095033600000;1310.4060150375938;2138.330827067669;507.3082706766916;2736.812030075188;2004_09_13;2004-09-13;2004;9;13;257
106;1283.443609022556;0.2428187969924812;1096416000000;1283.9699248120296;2108.578947368421;501.3533834586466;2725.578947368421;2004_09_29;2004-09-29;2004;9;29;273
107;1485.5263157894738;0.25237368421052636;1097798400000;1503.6842105263156;2520.2030075187968;592.6616541353384;3266.398496240601;2004_10_15;2004-10-15;2004;10;15;289
108;1496.2330827067667;0.24887142857142852;1099180800000;1597.7518796992479;2657.4511278195487;605.375939849624;3413.9624060150372;2004_10_31;2004-10-31;2004;10;31;305
109;1765.796992481203;0.30590075187969923;1100563200000;1325.7443609022557;2494.6992481203;520.8496240601503;2820.81954887218;2004_11_16;2004-11-16;2004;11;16;321
110;2299.4210526315787;0.35589022556390976;1101945600000;1446.8721804511276;3046.804511278195;577.7894736842105;2799.9022556390973;2004_12_02;2004-12-02;2004;12;2;337
111;2869.7593984962405;0.414396992481203;1103328000000;1448.5939849624058;3496.4210526315783;578.954887218045;2809.037593984962;2004_12_18;2004-12-18;2004;12;18;353
112;2286.9699248120296;0.40979774436090227;1104537600000;1031.6240601503757;2466.8120300751875;396.57142857142856;2178.8721804511274;2005_01_01;2005-01-01;2005;1;1;1
113;2875.390977443609;0.49653684210526317;1105920000000;873.9473684210525;2591.9398496240597;385.2105263157894;1301.0225563909773;2005_01_17;2005-01-17;2005;1;17;17
114;2839.954887218045;0.45650300751879697;1107302400000;1084.187969924812;2906.796992481203;447.99999999999994;2231.7443609022553;2005_02_02;2005-02-02;2005;2;2;33
115;2993.5338345864657;0.5136563909774436;1108684800000;874.1804511278194;2720.112781954887;340.3383458646616;1712.0300751879697;2005_02_18;2005-02-18;2005;2;18;49
116;3250.1954887218044;0.5607300751879698;1110067200000;752.8721804511276;2680.488721804511;317.6541353383458;1363.9849624060148;2005_03_06;2005-03-06;2005;3;6;65
117;3679.6842105263154;0.5804436090225563;1111449600000;798.4135338345864;3016.218045112782;365.7142857142857;1412.706766917293;2005_03_22;2005-03-22;2005;3;22;81
118;3119.6616541353383;0.5624669172932331;1112832000000;699.3383458646616;2501.7218045112777;300.6015037593985;1365.9849624060148;2005_04_07;2005-04-07;2005;4;7;97
119;3077.503759398496;0.5244045112781954;1114214400000;819.3383458646615;2639.0;370.11278195488717;1439.6842105263156;2005_04_23;2005-04-23;2005;4;23;113
120;2602.624060150376;0.457484962406015;1115596800000;913.7593984962405;2467.4436090225563;406.15037593984954;1543.8646616541353;2005_05_09;2005-05-09;2005;5;9;129
121;2143.0751879699246;0.41284210526315784;1116979200000;922.6616541353382;2226.669172932331;341.8195488721804;1678.1654135338347;2005_05_25;2005-05-25;2005;5;25;145
122;1625.5187969924812;0.3009503759398496;1118361600000;1206.0375939849623;2245.142857142857;467.6315789473683;2012.6691729323306;2005_06_10;2005-06-10;2005;6;10;161
123;1600.864661654135;0.28041729323308273;1119744000000;1347.1654135338342;2399.9248120300745;543.6390977443609;2102.255639097744;2005_06_26;2005-06-26;2005;6;26;177
124;1511.9624060150372;0.26140225563909775;1121126400000;1455.1127819548872;2489.210526315789;555.9398496240602;2199.9473684210525;2005_07_12;2005-07-12;2005;7;12;193
125;1452.0601503759397;0.24178421052631574;1122508800000;1613.067669172932;2645.3082706766913;611.345864661654;2423.443609022556;2005_07_28;2005-07-28;2005;7;28;209
126;1475.7293233082708;0.2577669172932331;1123891200000;1494.1879699248118;2533.5939849624056;523.5413533834586;2319.902255639098;2005_08_13;2005-08-13;2005;8;13;225
127;1428.8045112781952;0.23426390977443606;1125273600000;1584.285714285714;2554.8421052631575;679.7744360902255;2394.082706766917;2005_08_29;2005-08-29;2005;8;29;241
128;1408.2631578947367;0.2310345864661654;1126656000000;1652.4210526315787;2645.842105263158;657.721804511278;2519.428571428571;2005_09_14;2005-09-14;2005;9;14;257
129;1376.9473684210525;0.23876090225563912;1128038400000;1501.1353383458647;2442.7819548872176;582.1203007518797;2390.2631578947367;2005_09_30;2005-09-30;2005;9;30;273
130;1411.0751879699249;0.24247293233082706;1129420800000;1510.7518796992479;2475.6616541353383;592.4436090225563;2515.360902255639;2005_10_16;2005-10-16;2005;10;16;289
131;1471.661654135338;0.22724210526315788;1130803200000;1871.6691729323309;2971.270676691729;735.172932330827;3118.6466165413535;2005_11_01;2005-11-01;2005;11;1;305
132;1569.127819548872;0.2328210526315789;1132185600000;1996.2556390977438;3204.5413533834585;785.4586466165412;3458.052631578947;2005_11_17;2005-11-17;2005;11;17;321
133;1446.8421052631577;0.25323383458646614;1133568000000;1439.1353383458643;2414.488721804511;558.5338345864661;2824.6090225563903;2005_12_03;2005-12-03;2005;12;3;337
134;1886.330827067669;0.2892661654135338;1134950400000;1677.9849624060148;3043.3383458646613;668.3082706766917;3382.345864661653;2005_12_19;2005-12-19;2005;12;19;353
135;2456.06015037594;0.4090285714285714;1136073600000;1159.96992481203;2755.1503759398493;454.66917293233075;2164.1954887218044;2006_01_01;2006-01-01;2006;1;1;1
136;2500.3383458646613;0.40728270676691725;1137456000000;1186.9097744360902;2824.0075187969924;473.4661654135338;2661.300751879699;2006_01_17;2006-01-17;2006;1;17;17
137;3953.270676691729;0.5506744360902254;1138838400000;1084.112781954887;3741.7443609022553;456.6541353383458;2047.436090225564;2006_02_02;2006-02-02;2006;2;2;33
138;3811.0601503759394;0.6305526315789474;1140220800000;655.8195488721805;2901.751879699248;280.3308270676692;1295.6766917293232;2006_02_18;2006-02-18;2006;2;18;49
139;3868.5338345864657;0.5950075187969923;1141603200000;808.1353383458645;3184.864661654135;356.72932330827064;1483.6390977443607;2006_03_06;2006-03-06;2006;3;6;65
140;3799.7218045112777;0.5574714285714285;1142985600000;938.9172932330827;3315.6917293233078;444.21804511278185;1446.691729323308;2006_03_22;2006-03-22;2006;3;22;81
141;2781.533834586466;0.5365240601503759;1144368000000;670.1353383458646;2224.353383458646;304.4285714285714;1158.6466165413535;2006_04_07;2006-04-07;2006;4;7;97
142;2609.390977443609;0.50486992481203;1145750400000;727.6917293233082;2211.842105263158;314.06015037593977;1378.2406015037593;2006_04_23;2006-04-23;2006;4;23;113
143;2262.3383458646617;0.43010902255639094;1147132800000;887.5939849624059;2226.593984962406;367.7669172932331;1702.6015037593984;2006_05_09;2006-05-09;2006;5;9;129
144;1637.3007518796992;0.31707969924812024;1148515200000;1088.3684210526312;2099.0451127819547;426.6541353383458;2085.894736842105;2006_05_25;2006-05-25;2006;5;25;145
145;1486.7744360902254;0.271096992481203;1149897600000;1269.5338345864661;2213.1203007518798;529.7669172932331;2087.81954887218;2006_06_10;2006-06-10;2006;6;10;161
146;1491.3082706766918;0.262593984962406;1151280000000;1385.1503759398497;2372.2932330827066;552.0827067669172;2339.9248120300754;2006_06_26;2006-06-26;2006;6;26;177
147;1435.9323308270675;0.25167443609022555;1152662400000;1411.93984962406;2361.87969924812;573.3082706766917;2411.1578947368416;2006_07_12;2006-07-12;2006;7;12;193
148;1413.5413533834585;0.2421812030075188;1154044800000;1504.3684210526314;2465.947368421052;599.3533834586466;2532.1654135338345;2006_07_28;2006-07-28;2006;7;28;209
149;1251.5037593984962;0.23480977443609022;1155427200000;1302.0451127819547;2100.796992481203;528.4586466165413;2581.240601503759;2006_08_13;2006-08-13;2006;8;13;225
150;1297.3984962406014;0.24095263157894736;1156809600000;1353.5488721804509;2213.142857142857;503.66917293233075;2736.398496240601;2006_08_29;2006-08-29;2006;8;29;241
151;1384.721804511278;0.27187368421052627;1158192000000;1161.624060150376;2029.9097744360902;443.46616541353376;2396.390977443609;2006_09_14;2006-09-14;2006;9;14;257
152;1432.1428571428569;0.24695714285714285;1159574400000;1481.6766917293232;2454.0977443609017;583.345864661654;3064.2932330827066;2006_09_30;2006-09-30;2006;9;30;273
153;1406.9924812030072;0.27739473684210525;1160956800000;1183.5714285714284;2089.992481203007;403.64661654135335;2626.2556390977443;2006_10_16;2006-10-16;2006;10;16;289
154;1905.3609022556386;0.3056187969924812;1162339200000;1501.624060150376;2823.3383458646613;598.1278195488721;3032.9473684210525;2006_11_01;2006-11-01;2006;11;1;305
155;2080.796992481203;0.38278872180451123;1163721600000;1047.2781954887218;2349.654135338346;398.1278195488721;2298.015037593985;2006_11_17;2006-11-17;2006;11;17;321
156;2317.3458646616536;0.38370902255639094;1165104000000;1228.7819548872178;2760.8496240601503;482.27819548872174;2719.6015037593984;2006_12_03;2006-12-03;2006;12;3;337
157;2568.7518796992476;0.4589977443609021;1166486400000;943.4285714285713;2543.165413533834;350.50375939849624;2132.766917293233;2006_12_19;2006-12-19;2006;12;19;353
158;2639.3157894736837;0.44509924812030066;1167609600000;1042.5263157894735;2715.0300751879695;417.51127819548867;2392.857142857142;2007_01_01;2007-01-01;2007;1;1;1
159;2874.0;0.4309105263157894;1168992000000;1290.5413533834583;3238.6842105263154;533.3609022556391;2652.6766917293226;2007_01_17;2007-01-17;2007;1;17;17
160;2622.947368421053;0.43365263157894735;1170374400000;1109.4736842105262;2806.3533834586465;438.72180451127815;2299.315789473684;2007_02_02;2007-02-02;2007;2;2;33
161;2613.172932330827;0.4326556390977443;1171756800000;1087.6992481203008;2747.1503759398493;452.87969924812023;2214.8421052631575;2007_02_18;2007-02-18;2007;2;18;49
162;2602.7894736842104;0.423390977443609;1173139200000;1138.9097744360902;2810.09022556391;477.7218045112782;2224.503759398496;2007_03_06;2007-03-06;2007;3;6;65
163;2127.1353383458645;0.38125488721804507;1174521600000;1095.9097744360902;2446.8571428571427;419.97744360902254;2155.7368421052633;2007_03_22;2007-03-22;2007;3;22;81
164;2049.586466165413;0.36782180451127816;1175904000000;1123.1503759398495;2429.6992481203;430.82706766917295;2180.0150375939843;2007_04_07;2007-04-07;2007;4;7;97
165;2164.9548872180453;0.42482631578947366;1177286400000;837.9172932330825;2075.8421052631575;374.2781954887218;1479.4511278195484;2007_04_23;2007-04-23;2007;4;23;113
166;1715.7669172932328;0.3226631578947368;1178668800000;1142.90977443609;2232.1503759398497;430.9022556390977;2181.1203007518793;2007_05_09;2007-05-09;2007;5;9;129
167;1439.3157894736842;0.24850150375939847;1180051200000;1493.5413533834583;2480.481203007518;575.0902255639097;2463.7142857142853;2007_05_25;2007-05-25;2007;5;25;145
